NSE,,BSE,NSE.SYMBOL,BSE.SYMBOL
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),,543145
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,543146
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,543147
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,543148
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),,543149
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),,543150
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),,543151
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,543152
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),,543153
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,543154
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,543155
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),,543156
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,543168
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),,543169
,,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),,543170
,,RO Jewels Ltd,,543171
,,Cospower Engineering Ltd,,543172
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,,543173
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,,543174
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,,543175
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,,543176
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,,543177
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,,543178
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,,543179
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,,543180
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,,543181
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,,543182
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,,543183
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,,543184
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,,543185
,,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,,543186
,,Hitachi Energy India Ltd,,543187
,,DJ Mediaprint & Logistics Ltd,,543193
,,Natural Biocon (India) Ltd,,543207
,,Regis Industries Ltd,,543208
,,Billwin Industries Ltd,,543209
,,Aarti Surfactants Ltd,,543210
,,Bonlon Industries Ltd,,543211
,,Borosil Ltd,,543212
,,Rossari Biotech Ltd,,543213
,,NDR Auto Components Ltd,,543214
,,Suratwwala Business Group Ltd,,543218
,,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,,543219
,,Max Healthcare Institute Ltd,,543220
,,ICICI Prudential Nifty IT ETF,,543221
,,Max India Ltd,,543223
,,HDFC Nifty Banking ETF,,543224
,,UTI NIFTY BANK ETF,,543226
,,Happiest Minds Technologies Ltd,,543227
,,Route Mobile Ltd,,543228
,,Samrat Forgings Ltd,,543229
,,Advait Energy Transitions Ltd,,543230
,,Archidply Decor Ltd,,543231
,,Computer Age Management Services Ltd,,543232
,,Chemcon Speciality Chemicals Ltd,,543233
,,SecMark Consultancy Ltd,,543234
,,Angel One Ltd,,543235
,,Atam Valves Ltd,,543236
,,Mazagon Dock Shipbuilders Ltd,,543237
,,UTI Asset Management Company Ltd,,543238
,,G M Polyplast Ltd,,543239
,,Likhitha Infrastructure Ltd,,543240
,,Veer Global Infraconstruction Ltd,,543241
,,Hemisphere Properties India Ltd,,543242
,,Equitas Small Finance Bank Ltd,,543243
,,Shine Fashions (India) Ltd,,543244
,,Gland Pharma Ltd,,543245
,,Mirae Asset Nifty 100 ESG Sector Leaders ETF,,543246
,,Net Pix Shorts Digital Media Ltd,,543247
,,Restaurant Brands Asia Ltd,,543248
,,Tarc Ltd,,543249
,,Ravinder Heights Ltd,,543251
,,Fairchem Organics Ltd,,543252
,,Mrs. Bectors Food Specialities Ltd,,543253
,,Antony Waste Handling Cell Ltd,,543254
,,Nippon India ETF Nifty Infrastructure BeES,,543255
,,Indian Railway Finance Corporation Ltd,,543257
,,Indigo Paints Ltd,,543258
,,Home First Finance Company India Ltd,,543259
,,Stove Kraft Ltd,,543260
,,MRP Agro Ltd,,543262
,,SMC Global Securities Ltd,,543263
,,Nureca Ltd,,543264
,,RailTel Corporation of India Ltd,,543265
,,Heranba Industries Ltd,,543266
,,Davangere Sugar Company Ltd,,543267
,,DRC Systems India Ltd,,543268
,,Adjia Technologies Ltd,,543269
,,MTAR Technologies Ltd,,543270
,,Jubilant Ingrevia Ltd,,543271
,,Easy Trip Planners Ltd,,543272
,,Knowledge Marine & Engineering Works Ltd,,543273
,,Suumaya Corporation Ltd,,543274
,,Anupam Rasayan India Ltd,,543275
,,Craftsman Automation Ltd,,543276
,,Laxmi Organic Industries Ltd,,543277
,,Kalyan Jewellers India Ltd,,543278
,,Suryoday Small Finance Bank Ltd,,543279
,,Nazara Technologies Ltd,,543280
,,Suvidhaa Infoserve Ltd,,543281
,,Niks Technology Ltd,,543282
,,Barbeque-Nation Hospitality Ltd,,543283
,,EKI Energy Services Ltd,,543284
,,Rajeshwari Cans Ltd,,543285
,,Jetmall Spices and Masala Ltd,,543286
,,Macrotech Developers Ltd,,543287
,,Deep Industries Ltd,,543288
,,Mirae Asset NYSE FANG+ ETF,,543291
,,ICICI Prudential Nifty Healthcare ETF,,543292
,,Inox Wind Energy Ltd,,543297
,,Vineet Laboratories Ltd,,543298
,,Shyam Metalics and Energy Ltd,,543299
,,Sona BLW Precision Forgings Ltd,,543300
,,Dodla Dairy Ltd,,543306
,,Krishna Institute of Medical Sciences Ltd,,543308
,,Adeshwar Meditex Ltd,,543309
,,Times Green Energy (India) Ltd,,543310
,,India Pesticides Ltd,,543311
,,Focus Business Solution Ltd,,543312
,,G R Infraprojects Ltd,,543317
,,Clean Science and Technology Ltd,,543318
,,AA Plus Tradelink Ltd,,543319
,,Eternal Ltd,,543320
,,Tatva Chintan Pharma Chem Ltd,,543321
,,Alivus Life Sciences Ltd,,543322
,,Mirae Asset Nifty Financial Services ETF,,543323
,,Gretex Corporate Services Ltd,,543324
,,Rolex Rings Ltd,,543325
,,ICICI Prudential Nifty FMCG ETF,,543326
,,Exxaro Tiles Ltd,,543327
,,Krsnaa Diagnostics Ltd,,543328
,,Windlas Biotech Ltd,,543329
,,Devyani International Ltd,,543330
,,Meghmani Organics Ltd,,543331
,,Epigral Ltd,,543332
,,CarTrade Tech Ltd,,543333
,,Nuvoco Vistas Corporation Ltd,,543334
,,Aptus Value Housing Finance India Ltd,,543335
,,Chemplast Sanmar Ltd,,543336
,,Sharpline Broadcast Ltd,,543341
,,Aashka Hospitals Ltd,,543346
,,Axis NIFTY IT ETF,,543347
,,Axis NIFTY Healthcare ETF,,543348
,,Ami Organics Ltd,,543349
,,Vijaya Diagnostic Centre Ltd,,543350
,,PlatinumOne Business Services Ltd,,543352
,,Axis NIFTY India Consumption ETF,,543357
,,Sansera Engineering Ltd,,543358
,,Prevest Denpro Ltd,,543363
,,Markolines Pavement Technologies Ltd,,543364
,,Mirae Asset S&P 500 Top 50 ETF,,543365
,,SBL Infratech Ltd,,543366
,,Paras Defence and Space Technologies Ltd,,543367
,,Getalong Enterprise Ltd,,543372
,,Shri Venkatesh Refineries Ltd,,543373
,,Aditya Birla Sun Life AMC Ltd,,543374
,,Promax Power Ltd,,543375
,,Samor Reality Ltd,,543376
,,Adishakti Loha and Ispat Ltd,,543377
,,ICICI Prudential Nifty India Consumption ETF,,543383
,,FSN E-Commerce Ventures Ltd,,543384
,,Fino Payments Bank Ltd,,543386
,,S.J.S. Enterprises Ltd,,543387
,,DSP Nifty 50 Equal Weight ETF,,543388
,,Sigachi Industries Ltd,,543389
,,PB Fintech Ltd,,543390
,,Suyog Gurbaxani Funicular Ropeways Ltd,,543391
,,One 97 Communications Ltd,,543396
,,Sapphire Foods India Ltd,,543397
,,Latent View Analytics Ltd,,543398
,,Tarsons Products Ltd,,543399
,,Omnipotent Industries Ltd,,543400
,,Go Fashion (India) Ltd,,543401
,,DMR Hydroengineering & Infrastructures Ltd,,543410
,,Hi-Tech Pipes Ltd,,543411
,,Star Health and Allied Insurance Company Ltd,,543412
,,Tega Industries Ltd,,543413
,,Mirae Asset Hang Seng TECH ETF,,543414
,,Anand Rathi Wealth Ltd,,543415
,,Zodiac Energy Ltd,,543416
,,RateGain Travel Technologies Ltd,,543417
,,Shriram Properties Ltd,,543419
,,Jet Freight Logistics Ltd,,543420
,,C.E. Info Systems Ltd,,543425
,,Metro Brands Ltd,,543426
,,Medplus Health Services Ltd,,543427
,,Data Patterns (India) Ltd,,543428
,,HP Adhesives Ltd,,543433
,,Supriya Lifescience Ltd,,543434
,,Clara Industries Ltd,,543435
,,Wherrelz IT Solutions Ltd,,543436
,,Motilal Oswal Nasdaq Q 50 ETF,,543437
,,DSP Nifty Midcap 150 Quality 50 ETF,,543438
,,DSP Nifty 50 ETF,,543440
,,CMS Info Systems Ltd,,543441
,,Brand Concepts Ltd,,543442
,,Ascensive Educare Ltd,,543443
,,Fabino Enterprises Ltd,,543444
,,Wonder Electricals Ltd,,543449
,,ICICI Prudential Nifty Auto ETF,,543450
,,AGS Transact Technologies Ltd,,543451
,,Alkosign Ltd,,543453
,,Mirae Asset Nifty India Manufacturing ETF,,543454
,,AWL Agri Business Ltd,,543458
,,Quality RO Industries Ltd,,543460
,,Safa Systems & Technologies Ltd,,543461
,,Dev Information Technology Ltd,,543462
,,Vedant Fashions Ltd,,543463
,,Maruti Interior Products Ltd,,543464
,,Motilal Oswal Nifty 200 Momentum 30 ETF,,543465
,,Softtech Engineers Ltd,,543470
,,Aditya Birla Sunlife Nifty IT ETF,,543472
,,Aditya Birla Sun Life Nifty Healthcare ETF,,543473
,,Aditya Birla Sun Life Nifty 50 ETF,,543474
,,Ekennis Software Service Ltd,,543475
,,Mirae Asset Nifty Midcap 150 ETF,,543481
,,Eureka Forbes Ltd,,543482
,,Gateway Distriparks Ltd,,543489
,,GMR Power and Urban Infra Ltd,,543490
,,Bhatia Colour Chem Ltd,,543497
,,Motherson Sumi Wiring India Ltd,,543498
,,Achyut Healthcare Ltd,,543499
,,Evoq Remedies Ltd,,543500
,,Motilal Oswal S&P BSE Low Volatility ETF,,543501
,,Avro India Ltd,,543512
,,Uma Exports Ltd,,543513
,,Veranda Learning Solutions Ltd,,543514
,,Sunrise Efficient Marketing Ltd,,543515
,,Dhyaani Tradeventtures Ltd,,543516
,,Hariom Pipe Industries Ltd,,543517
,,Eighty Jewellers Ltd,,543518
,,Shashwat Furnishing Solutions Ltd,,543519
,,Global Longlife Hospital and Research Ltd,,543520
,,Fone4 Communications (India) Ltd,,543521
,,Nanavati Ventures Ltd,,543522
,,Campus Activewear Ltd,,543523
,,Rainbow Children's Medicare Ltd,,543524
,,Silver Touch Technologies Ltd,,543525
,,Life Insurance Corporation of India,,543526
,,Prudent Corporate Advisory Services Ltd,,543527
,,Venus Pipes & Tubes Ltd,,543528
,,Delhivery Ltd,,543529
,,Paradeep Phosphates Ltd,,543530
,,Tierra Agrotech Ltd,,543531
,,Ethos Ltd,,543532
,,eMudhra Ltd,,543533
,,Aether Industries Ltd,,543534
,,We Win Ltd,,543535
,,Silver Pearl Hospitality & Luxury Spaces Ltd,,543536
,,Scarnose International Ltd,,543537
,,Goel Food Products Ltd,,543538
,,Modis Navnirman Ltd,,543539
,,Pearl Green Clubs and Resorts Ltd,,543540
,,Sailani Tours N Travels Ltd,,543541
,,Kesar India Ltd,,543542
,,B-Right Realestate Ltd,,543543
,,Jayant Infratech Ltd,,543544
,,Veerkrupa Jewellers Ltd,,543545
,,Healthy Life Agritec Ltd,,543546
,,Ddev Plastiks Industries Ltd,,543547
,,Motilal Oswal S&P BSE Healthcare ETF,,543563
,,ICICI Prudential Nifty 200 Momentum 30 ETF,,543568
,,HDFC NIFTY 100 ETF,,543569
,,HDFC Mutual Fund,,543570
,,ICICI Prudential Nifty Infrastructure ETF,,543571
,,Syrma SGS Technology Ltd,,543573
,,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,,543574
,,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,,543575
,,Motilal Oswal S&P BSE Enhanced Value ETF,,543576
,,Motilal Oswal S&P BSE Quality ETF,,543577
,,Olatech Solutions Ltd,,543578
,,Naturo Indiabull Ltd,,543579
,,Rhetan TMT Ltd,,543590
,,Dreamfolks Services Ltd,,543591
,,Dhampur Bio Organics Ltd,,543593
,,Dipna Pharmachem Ltd,,543594
,,EP Biocomposites Ltd,,543595
,,Tamilnad Mercantile Bank Ltd,,543596
,,Virtuoso Optoelectronics Ltd,,543597
,,Shantidoot Infra Services Ltd,,543598
,,Ksolves India Ltd,,543599
,,Harsha Engineers International Ltd,,543600
,,HDFC NIFTY100 Quality 30 ETF,,543605
,,Containe Technologies Ltd,,543606
,,HDFC NIFTY Growth Sectors 15 ETF,,543607
,,HDFC NIFTY50 Value 20 ETF,,543608
,,Mafia Trends Ltd,,543613
,,Tips Films Ltd,,543614
,,Silicon Rental Solutions Ltd,,543615
,,Trident Lifeline Ltd,,543616
,,Reetech International Cargo and Courier Ltd,,543617
,,Cargotrans Maritime Ltd,,543618
,,Concord Control Systems Ltd,,543619
,,Insolation Energy Ltd,,543620
,,Cargosol Logistics Ltd,,543621
,,Steelman Telecom Ltd,,543622
,,Vedant Asset Ltd,,543623
,,Electronics Mart India Ltd,,543626
,,HDFC NIFTY100 Low Volatility 30 ETF,,543627
,,HDFC NIFTY200 Momentum 30 ETF,,543628
,,Piramal Pharma Ltd,,543635
,,Dc Infotech and Communication Ltd,,543636
,,Pace E-Commerce Ventures Ltd,,543637
,,Tracxn Technologies Ltd,,543638
,,Narmada Agrobase Ltd,,543643
,,Infobeans Technologies Ltd,,543644
,,Hindprakash Industries Ltd,,543645
,,DCX Systems Ltd,,543650
,,DAPS Advertising Ltd,,543651
,,Fusion Finance Ltd,,543652
,,Bikaji Foods International Ltd,,543653
,,Global Health Ltd,,543654
,,Technopack Polymers Ltd,,543656
,,Archean Chemical Industries Ltd,,543657
,,Five-Star Business Finance Ltd,,543663
,,Kaynes Technology India Ltd,,543664
,,HDFC NIFTY IT ETF,,543665
,,HDFC NIFTY Private Bank ETF,,543666
,,Inox Green Energy Services Ltd,,543667
,,B&B Triplewall Containers Ltd,,543668
,,Keystone Realtors Ltd,,543669
,,Vinny Overseas Ltd,,543670
,,AAA Technologies Ltd,,543671
,,ICICI Prudential Nifty Financial Services Ex-Bank ETF,,543677
,,Ambo Agritec Ltd,,543678
,,Sirca Paints India Ltd,,543686
,,Dharmaj Crop Guard Ltd,,543687
,,Sarveshwar Foods Ltd,,543688
,,Uniparts India Ltd,,543689
,,PNGS Gargi Fashion Jewellery Ltd,,543709
,,ICICI Prudential Nifty Commodities ETF,,543710
,,Sula Vineyards Ltd,,543711
,,Abans Financial Services Ltd,,543712
,,Droneacharya Aerial Innovations Ltd,,543713
,,Landmark Cars Ltd,,543714
,,Indiabulls Enterprises Ltd,,543715
,,KFin Technologies Ltd,,543720
,,Elin Electronics Ltd,,543725
,,Radiant Cash Management Services Ltd,,543732
,,Aveer Foods Ltd,,543737
,,DSP Nifty Bank ETF,,543738
,,Sah Polymers Ltd,,543743
,,Rex Sealing and Packing Industries Ltd,,543744
,,SVS Ventures Ltd,,543745
,,Logica Infoway Ltd,,543746
,,Kamdhenu Ventures Ltd,,543747
,,Aarti Pharmalabs Ltd,,543748
,,Dharni Capital Services Ltd,,543753
,,Transvoy Logistics India Ltd,,543754
,,Earthstahl & Alloys Ltd,,543765
,,Ashika Credit Capital Ltd,,543766
,,Bodhi Tree Multimedia Ltd,,543767
,,NMDC Steel Ltd,,543768
,,Indong Tea Company Ltd,,543769
,,HDFC S&P BSE 500 ETF,,543774
,,HDFC NIFTY Smallcap 250 ETF,,543775
,,HDFC NIFTY Midcap 150 ETF,,543776
,,Sealmatic India Ltd,,543782
,,Macfos Ltd,,543787
,,Patron Exim Ltd,,543798
,,S. V. J. ENTERPRISES Ltd,,543799
,,Amanaya Ventures Ltd,,543804
,,Resgen Ltd,,543805
,,ITCONS E-Solutions Ltd,,543806
,,Airan Ltd,,543811
,,DIVGI TORQTRANSFER SYSTEMS Ltd,,543812
,,Prospect Consumer Products Ltd,,543814
,,ICICI Prudential Nifty PSU Bank ETF,,543819
,,Sudarshan Pharma Industries Ltd,,543828
,,Global Surfaces Ltd,,543829
,,Labelkraft Technologies Ltd,,543830
,,Bright Outdoor Media Ltd,,543831
,,Command Polymers Ltd,,543843
,,Dev Labtech Venture Ltd,,543848
,,AXIS S&P BSE SENSEX ETF,,543853
,,Mirae Asset Nifty 100 Low Volatility 30 ETF,,543858
,,J.A. Finance Ltd,,543860
,,Udayshivakumar Infra Ltd,,543861
,,Maiden Forgings Ltd,,543874
,,Exhicon Events Media Solutions Ltd,,543895
,,Avalon Technologies Ltd,,543896
,,Sancode Technologies Ltd,,543897
,,BEML Land Assets Ltd,,543898
,,Robust Hotels Ltd,,543901
,,Retina Paints Ltd,,543902
,,Mankind Pharma Ltd,,543904
,,Innokaiz India Ltd,,543905
,,AVG Logistics Ltd,,543910
,,Atal Realtech Ltd,,543911
,,Power and Instrumentation (Gujarat) Ltd,,543912
,,Swati Projects Ltd,,543914
,,Pavna Industries Ltd,,543915
,,Hemant Surgical Industries Ltd,,543916
,,Sigma Solve Ltd,,543917
,,GHCL Textiles Ltd,,543918
,,M. K. Proteins Ltd,,543919
,,CFF Fluid Control Ltd,,543920
,,Comrade Appliances Ltd,,543921
,,IKIO Technologies Ltd,,543923
,,Sonalis Consumer Products Ltd,,543924
,,Bizotic Commercial Ltd,,543926
,,Asian Warehousing Ltd,,543927
,,Cosmic CRF Ltd,,543928
,,HMA Agro Industries Ltd,,543929
,,Uravi Defence and Technology Ltd,,543930
,,Veefin Solutions Ltd,,543931
,,Ideaforge Technology Ltd,,543932
,,Cyient DLM Ltd,,543933
,,Machhar Industries Ltd,,543934
,,DSP Nifty IT ETF,,543935
,,Senco Gold Ltd,,543936
,,Alphalogic Industries Ltd,,543937
,,Acceleratebs India Ltd,,543938
,,Kaka Industries Ltd,,543939
,,Jio Financial Services Ltd,,543940
,,Ahasolar Technologies Ltd,,543941
,,Utkarsh Small Finance Bank Ltd,,543942
,,Asarfi Hospital Ltd,,543943
,,Mirae Asset Nifty Bank ETF,,543944
,,Netweb Technologies India Ltd,,543945
,,DSP BSE Sensex ETF,,543947
,,DSP Nifty PSU Bank ETF,,543948
,,DSP Private Bank ETF,,543949
,,Yatharth Hospital & Trauma Care Services Ltd,,543950
,,NIIT Learning Systems Ltd,,543952
,,Khazanchi Jewellers Ltd,,543953
,,Allcargo Terminals Ltd,,543954
,,Transindia Real Estate Ltd,,543955
,,ICICI Prudential Nifty 200 Quality 30 ETF,,543956
,,Redtape Ltd,,543957
,,VL E-Governance & IT Solutions Ltd,,543958
,,SBFC Finance Ltd,,543959
,,Concord Biotech Ltd,,543960
,,D.P. Wires Ltd,,543962
,,Shelter Pharma Ltd,,543963
,,TVS Supply Chain Solutions Ltd,,543965
,,Pyramid Technoplast Ltd,,543969
,,Shoora Designs Ltd,,543970
,,Bondada Engineering Ltd,,543971
,,Aeroflex Industries Ltd,,543972
,,Vishnu Prakash R Punglia Ltd,,543974
,,UTI NIFTY MIDCAP 150 ETF,,543975
,,Shradha AI Technologies Ltd,,543976
,,Rishabh Instruments Ltd,,543977
,,Ratnaveer Precision Engineering Ltd,,543978
,,Kahan Packaging Ltd,,543979
,,Jupiter Life Line Hospitals Ltd,,543980
,,R R Kabel Ltd,,543981
,,Meson Valves India Ltd,,543982
,,EMS Ltd,,543983
,,Samhi Hotels Ltd,,543984
,,Zaggle Prepaid Ocean Services Ltd,,543985
,,South West Pinnacle Exploration Ltd,,543986
,,Nuvama Wealth Management Ltd,,543988
,,Sai Silks (Kalamandir) Ltd,,543989
,,Signatureglobal (India) Ltd,,543990
,,Techknowgreen Solutions Ltd,,543991
,,Yatra Online Ltd,,543992
,,ARCL Organics Ltd,,543993
,,JSW Infrastructure Ltd,,543994
,,Manoj Vaibhav Gems N Jewellers Ltd,,543995
,,Updater Services Ltd,,543996
,,Organic Recycling Systems Ltd,,543997
,,Valiant Laboratories Ltd,,543998
,,Mirae Asset S&P BSE Sensex ETF,,543999
,,City Crops Agro Ltd,,544000
,,Sunita Tools Ltd,,544001
,,Vivaa Tradecom Ltd,,544002
,,Plaza Wires Ltd,,544003
,,IRM Energy Ltd,,544004
,,Mirae Asset Nifty IT ETF,,544006
,,Mirae Asset Nifty 200 Alpha 30 ETF,,544007
,,Max Estates Ltd,,544008
,,Blue Jet Healthcare Ltd,,544009
,,Vrundavan Plantation Ltd,,544011
,,Cello World Ltd,,544012
,,KK Shah Hospitals Ltd,,544013
,,Honasa Consumer Ltd,,544014
,,Mish Designs Ltd,,544015
,,ESAF Small Finance Bank Ltd,,544020
,,Protean eGov Technologies Ltd,,544021
,,ASK Automotive Ltd,,544022
,,Kalyani Cast-Tech Ltd,,544023
,,Arrowhead Seperation Engineering Ltd,,544025
,,Indian Renewable Energy Development Agency Ltd,,544026
,,Fedbank Financial Services Ltd,,544027
,,Tata Technologies Ltd,,544028
,,Gandhar Oil Refinery (India) Ltd,,544029
,,Flair Writing Industries Ltd,,544030
,,Swashthik Plascon Ltd,,544035
,,Deepak Chemtex Ltd,,544036
,,Amic Forging Ltd,,544037
,,Bajel Projects Ltd,,544042
,,India Shelter Finance Corporation Ltd,,544044
,,DOMS Industries Ltd,,544045
,,INOX India Ltd,,544046
,,Siyaram Recycling Industries Ltd,,544047
,,Benchmark Computer Solutions Ltd,,544052
,,Motisons Jewellers Ltd,,544053
,,Suraj Estate Developers Ltd,,544054
,,Muthoot Microfin Ltd,,544055
,,Sahara Maritime Ltd,,544056
,,Happy Forgings Ltd,,544057
,,Credo Brands Marketing Ltd,,544058
,,Shanti Spintex Ltd,,544059
,,RBZ Jewellers Ltd,,544060
,,Azad Engineering Ltd,,544061
,,Sundaram-Clayton Ltd,,544066
,,Innova Captab Ltd,,544067
,,AIK Pipes and Polymers Ltd,,544072
,,Manoj Ceramic Ltd,,544073
,,Shri Balaji Valve Components Ltd,,544074
,,Digidrive Distributors Ltd,,544079
,,Sayaji Hotels (Indore) Ltd,,544080
,,Jyoti CNC Automation Ltd,,544081
,,New Swan Multitech Ltd,,544082
,,Shree Marutinandan Tubes Ltd,,544083
,,Medi Assist Healthcare Services Ltd,,544088
,,Sayaji Hotels (Pune) Ltd,,544090
,,Qualitek Labs Ltd,,544091
,,Bajaj Finserv Nifty 50 ETF,,544092
,,Bajaj Finserv Nifty Bank ETF,,544093
,,Euphoria Infotech (India) Ltd,,544094
,,EPACK Durable Ltd,,544095
,,Nova Agritech Ltd,,544100
,,Brisk Technovision Ltd,,544101
,,UTI NIFTY IT ETF,,544102
,,Harshdeep Hortico Ltd,,544105
,,Mayank Cattle Food Ltd,,544106
,,BLS E-Services Ltd,,544107
,,Gabriel Pet Straps Ltd,,544108
,,DSP Nifty Healthcare ETF,,544109
,,HDFC Nifty PSU Bank ETF,,544110
,,Apeejay Surrendra Park Hotels Ltd,,544111
,,Jasch Gauging Technologies Ltd,,544112
,,Signpost India Ltd,,544117
,,Jana Small Finance Bank Ltd,,544118
,,Rashi Peripherals Ltd,,544119
,,Capital Small Finance Bank Ltd,,544120
,,Rudra Gas Enterprise Ltd,,544121
,,Entero Healthcare Solutions Ltd,,544122
,,LIC MF Nifty Midcap 100 ETF,,544123
,,Vibhor Steel Tubes Ltd,,544124
,,Juniper Hotels Ltd,,544129
,,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,,544130
,,GPT Healthcare Ltd,,544131
